#PressureID,Time,Timestamp,TopLeft,BottomLeft,BottomRight,TopRight
0,4.305,Tue Jul 03 03:40:43.600 2018,267,272,198,281
1,4.314,Tue Jul 03 03:40:43.609 2018,266,271,197,277
2,4.323,Tue Jul 03 03:40:43.618 2018,265,271,196,274
3,4.338,Tue Jul 03 03:40:43.633 2018,266,269,196,282
4,4.347,Tue Jul 03 03:40:43.641 2018,264,272,199,286
5,4.363,Tue Jul 03 03:40:43.658 2018,265,273,199,280
6,4.37,Tue Jul 03 03:40:43.665 2018,266,272,199,280
7,4.395,Tue Jul 03 03:40:43.690 2018,264,274,198,281
8,4.399,Tue Jul 03 03:40:43.694 2018,266,272,197,282
9,4.402,Tue Jul 03 03:40:43.697 2018,266,272,198,280
10,4.406,Tue Jul 03 03:40:43.701 2018,266,272,194,278
11,4.41,Tue Jul 03 03:40:43.705 2018,264,269,196,283
12,4.42,Tue Jul 03 03:40:43.715 2018,266,272,197,282
13,4.431,Tue Jul 03 03:40:43.726 2018,267,272,198,281
14,4.44,Tue Jul 03 03:40:43.735 2018,267,270,199,281
15,4.451,Tue Jul 03 03:40:43.746 2018,267,273,198,281
16,4.462,Tue Jul 03 03:40:43.757 2018,263,272,197,288
17,4.473,Tue Jul 03 03:40:43.768 2018,266,273,198,284
18,4.476,Tue Jul 03 03:40:43.771 2018,266,272,195,282
19,4.485,Tue Jul 03 03:40:43.780 2018,263,270,197,283
20,4.496,Tue Jul 03 03:40:43.791 2018,265,273,199,281
21,4.506,Tue Jul 03 03:40:43.801 2018,267,272,198,282
22,4.517,Tue Jul 03 03:40:43.812 2018,266,274,198,282
23,4.534,Tue Jul 03 03:40:43.829 2018,267,272,198,281
24,4.538,Tue Jul 03 03:40:43.833 2018,266,272,198,282
25,4.543,Tue Jul 03 03:40:43.838 2018,266,272,195,282
26,4.553,Tue Jul 03 03:40:43.848 2018,267,277,199,287
27,4.564,Tue Jul 03 03:40:43.859 2018,263,271,203,283
28,4.573,Tue Jul 03 03:40:43.868 2018,264,273,201,283
29,4.584,Tue Jul 03 03:40:43.879 2018,268,272,200,285
30,4.594,Tue Jul 03 03:40:43.889 2018,266,270,194,285
31,4.604,Tue Jul 03 03:40:43.899 2018,266,272,198,284
32,4.608,Tue Jul 03 03:40:43.903 2018,266,272,198,280
33,4.623,Tue Jul 03 03:40:43.918 2018,268,272,196,283
34,4.632,Tue Jul 03 03:40:43.927 2018,266,271,197,287
35,4.651,Tue Jul 03 03:40:43.946 2018,265,272,199,285
36,4.672,Tue Jul 03 03:40:43.968 2018,269,273,199,281
37,4.686,Tue Jul 03 03:40:43.982 2018,268,272,195,285
38,4.706,Tue Jul 03 03:40:44.002 2018,267,272,198,285
39,4.716,Tue Jul 03 03:40:44.012 2018,266,272,198,285
40,4.739,Tue Jul 03 03:40:44.034 2018,266,272,198,282
41,4.753,Tue Jul 03 03:40:44.048 2018,265,269,195,283
42,4.771,Tue Jul 03 03:40:44.066 2018,264,270,203,286
43,4.793,Tue Jul 03 03:40:44.088 2018,264,275,201,282
44,4.804,Tue Jul 03 03:40:44.099 2018,267,272,194,284
45,4.83,Tue Jul 03 03:40:44.125 2018,265,272,198,284
46,4.845,Tue Jul 03 03:40:44.140 2018,266,272,198,284
47,4.86,Tue Jul 03 03:40:44.155 2018,266,272,199,285
48,4.875,Tue Jul 03 03:40:44.170 2018,266,272,195,282
49,4.894,Tue Jul 03 03:40:44.189 2018,266,270,196,283
50,4.915,Tue Jul 03 03:40:44.210 2018,264,271,199,284
51,4.935,Tue Jul 03 03:40:44.230 2018,265,271,199,283
52,4.949,Tue Jul 03 03:40:44.244 2018,266,273,198,285
53,4.971,Tue Jul 03 03:40:44.267 2018,264,272,198,284
54,4.981,Tue Jul 03 03:40:44.277 2018,266,272,201,284
55,5.003,Tue Jul 03 03:40:44.298 2018,266,272,198,282
56,5.038,Tue Jul 03 03:40:44.333 2018,266,272,196,282
57,5.046,Tue Jul 03 03:40:44.342 2018,266,270,197,286
58,5.058,Tue Jul 03 03:40:44.353 2018,264,271,197,284
59,5.069,Tue Jul 03 03:40:44.364 2018,269,274,196,284
60,5.094,Tue Jul 03 03:40:44.389 2018,266,271,196,281
61,5.106,Tue Jul 03 03:40:44.402 2018,266,272,198,284
62,5.127,Tue Jul 03 03:40:44.422 2018,264,271,197,285
63,5.14,Tue Jul 03 03:40:44.435 2018,266,272,196,282
64,5.159,Tue Jul 03 03:40:44.454 2018,266,270,195,283
65,5.18,Tue Jul 03 03:40:44.476 2018,264,270,199,283
66,5.192,Tue Jul 03 03:40:44.488 2018,265,274,199,285
67,5.221,Tue Jul 03 03:40:44.517 2018,265,271,198,283
68,5.229,Tue Jul 03 03:40:44.524 2018,264,273,198,284
69,5.247,Tue Jul 03 03:40:44.543 2018,264,274,198,284
70,5.268,Tue Jul 03 03:40:44.563 2018,266,273,198,283
71,5.284,Tue Jul 03 03:40:44.579 2018,266,272,194,282
72,5.304,Tue Jul 03 03:40:44.599 2018,265,269,196,286
73,5.324,Tue Jul 03 03:40:44.620 2018,264,271,199,284
74,5.338,Tue Jul 03 03:40:44.633 2018,265,271,199,283
75,5.364,Tue Jul 03 03:40:44.659 2018,266,272,196,281
76,5.369,Tue Jul 03 03:40:44.664 2018,266,269,198,283
77,5.391,Tue Jul 03 03:40:44.687 2018,266,271,201,284
78,5.407,Tue Jul 03 03:40:44.703 2018,266,272,198,280
79,5.428,Tue Jul 03 03:40:44.723 2018,265,277,199,284
80,5.448,Tue Jul 03 03:40:44.743 2018,263,270,197,285
81,5.459,Tue Jul 03 03:40:44.755 2018,264,273,199,285
82,5.483,Tue Jul 03 03:40:44.778 2018,268,271,198,281
83,5.494,Tue Jul 03 03:40:44.790 2018,267,270,201,283
84,5.515,Tue Jul 03 03:40:44.811 2018,268,272,198,285
85,5.54,Tue Jul 03 03:40:44.835 2018,266,272,197,284
86,5.551,Tue Jul 03 03:40:44.846 2018,266,272,196,281
87,5.575,Tue Jul 03 03:40:44.870 2018,266,269,196,283
88,5.58,Tue Jul 03 03:40:44.875 2018,263,270,202,286
89,5.604,Tue Jul 03 03:40:44.899 2018,265,272,197,284
90,5.619,Tue Jul 03 03:40:44.914 2018,264,273,196,285
91,5.638,Tue Jul 03 03:40:44.932 2018,267,272,198,284
92,5.675,Tue Jul 03 03:40:44.970 2018,267,272,198,284
93,5.686,Tue Jul 03 03:40:44.981 2018,266,272,198,282
94,5.693,Tue Jul 03 03:40:44.987 2018,266,272,194,282
95,5.703,Tue Jul 03 03:40:44.997 2018,264,269,196,286
96,5.724,Tue Jul 03 03:40:45.019 2018,269,272,198,285
97,5.738,Tue Jul 03 03:40:45.032 2018,268,274,194,284
98,5.758,Tue Jul 03 03:40:45.052 2018,266,273,199,284
99,5.78,Tue Jul 03 03:40:45.075 2018,266,271,199,282
100,5.802,Tue Jul 03 03:40:45.097 2018,263,271,197,283
101,5.815,Tue Jul 03 03:40:45.110 2018,266,272,198,278
102,5.836,Tue Jul 03 03:40:45.131 2018,266,272,194,280
103,5.849,Tue Jul 03 03:40:45.144 2018,262,270,196,282
104,5.869,Tue Jul 03 03:40:45.164 2018,265,271,196,281
105,5.884,Tue Jul 03 03:40:45.179 2018,268,274,198,279
106,5.904,Tue Jul 03 03:40:45.199 2018,266,272,196,280
107,5.924,Tue Jul 03 03:40:45.219 2018,264,272,198,281
108,5.934,Tue Jul 03 03:40:45.229 2018,266,272,198,281
109,5.96,Tue Jul 03 03:40:45.255 2018,266,272,195,278
110,5.97,Tue Jul 03 03:40:45.265 2018,266,268,195,280
111,5.991,Tue Jul 03 03:40:45.286 2018,264,271,199,281
112,6.006,Tue Jul 03 03:40:45.301 2018,265,273,200,281
113,6.025,Tue Jul 03 03:40:45.320 2018,265,273,196,280
114,6.048,Tue Jul 03 03:40:45.343 2018,266,269,198,281
115,6.056,Tue Jul 03 03:40:45.351 2018,264,272,198,281
116,6.086,Tue Jul 03 03:40:45.381 2018,265,271,198,286
117,6.092,Tue Jul 03 03:40:45.387 2018,266,272,195,280
118,6.113,Tue Jul 03 03:40:45.408 2018,264,270,196,283
119,6.134,Tue Jul 03 03:40:45.429 2018,264,272,199,283
120,6.15,Tue Jul 03 03:40:45.445 2018,267,274,198,283
121,6.17,Tue Jul 03 03:40:45.465 2018,267,270,199,281
122,6.193,Tue Jul 03 03:40:45.488 2018,264,273,198,281
123,6.203,Tue Jul 03 03:40:45.498 2018,266,272,201,282
124,6.226,Tue Jul 03 03:40:45.521 2018,266,272,197,280
125,6.236,Tue Jul 03 03:40:45.531 2018,266,276,199,283
126,6.256,Tue Jul 03 03:40:45.551 2018,264,270,199,283
127,6.271,Tue Jul 03 03:40:45.566 2018,265,273,199,281
128,6.316,Tue Jul 03 03:40:45.612 2018,266,272,198,282
129,6.325,Tue Jul 03 03:40:45.620 2018,266,273,198,282
130,6.331,Tue Jul 03 03:40:45.626 2018,267,272,198,281
131,6.349,Tue Jul 03 03:40:45.644 2018,264,271,197,286
132,6.359,Tue Jul 03 03:40:45.654 2018,266,272,195,280
133,6.379,Tue Jul 03 03:40:45.674 2018,266,268,196,283
134,6.404,Tue Jul 03 03:40:45.699 2018,262,270,199,282
135,6.414,Tue Jul 03 03:40:45.709 2018,265,273,199,280
136,6.434,Tue Jul 03 03:40:45.729 2018,267,271,198,282
137,6.455,Tue Jul 03 03:40:45.750 2018,266,272,200,283
138,6.465,Tue Jul 03 03:40:45.760 2018,267,272,198,283
139,6.481,Tue Jul 03 03:40:45.776 2018,266,272,198,279
140,6.502,Tue Jul 03 03:40:45.798 2018,266,272,192,280
141,6.523,Tue Jul 03 03:40:45.818 2018,264,270,197,285
142,6.54,Tue Jul 03 03:40:45.835 2018,264,272,198,282
143,6.556,Tue Jul 03 03:40:45.852 2018,270,275,196,283
144,6.58,Tue Jul 03 03:40:45.875 2018,267,270,199,281
145,6.586,Tue Jul 03 03:40:45.882 2018,266,271,198,282
146,6.611,Tue Jul 03 03:40:45.906 2018,266,272,197,282
147,6.63,Tue Jul 03 03:40:45.925 2018,267,273,198,277
148,6.645,Tue Jul 03 03:40:45.940 2018,265,271,196,282
149,6.67,Tue Jul 03 03:40:45.965 2018,264,270,197,283
150,6.681,Tue Jul 03 03:40:45.977 2018,265,273,199,283
151,6.7,Tue Jul 03 03:40:45.995 2018,266,273,198,284
152,6.711,Tue Jul 03 03:40:46.007 2018,264,273,198,282
153,6.731,Tue Jul 03 03:40:46.027 2018,264,269,196,283
154,6.751,Tue Jul 03 03:40:46.047 2018,266,272,198,281
155,6.766,Tue Jul 03 03:40:46.062 2018,268,272,192,279
156,6.788,Tue Jul 03 03:40:46.083 2018,266,270,196,284
157,6.804,Tue Jul 03 03:40:46.099 2018,264,271,202,284
158,6.825,Tue Jul 03 03:40:46.121 2018,265,271,199,281
159,6.834,Tue Jul 03 03:40:46.129 2018,266,272,196,280
160,6.855,Tue Jul 03 03:40:46.150 2018,266,270,201,282
161,6.871,Tue Jul 03 03:40:46.167 2018,266,272,200,283
162,6.891,Tue Jul 03 03:40:46.187 2018,265,271,204,282
163,6.917,Tue Jul 03 03:40:46.213 2018,266,272,196,281
164,6.931,Tue Jul 03 03:40:46.227 2018,263,270,197,286
165,6.961,Tue Jul 03 03:40:46.257 2018,264,273,197,283
166,6.969,Tue Jul 03 03:40:46.265 2018,270,274,196,284
167,6.979,Tue Jul 03 03:40:46.274 2018,267,272,197,283
168,6.998,Tue Jul 03 03:40:46.293 2018,264,274,198,282
169,7.02,Tue Jul 03 03:40:46.315 2018,266,272,198,282
170,7.034,Tue Jul 03 03:40:46.329 2018,267,272,198,280
171,7.054,Tue Jul 03 03:40:46.349 2018,266,270,195,282
172,7.065,Tue Jul 03 03:40:46.361 2018,261,270,199,283
173,7.091,Tue Jul 03 03:40:46.387 2018,266,272,198,282
174,7.101,Tue Jul 03 03:40:46.397 2018,268,270,200,283
175,7.124,Tue Jul 03 03:40:46.420 2018,266,271,194,281
176,7.135,Tue Jul 03 03:40:46.431 2018,267,273,198,282
177,7.156,Tue Jul 03 03:40:46.451 2018,266,273,198,282
178,7.18,Tue Jul 03 03:40:46.475 2018,266,272,194,280
179,7.189,Tue Jul 03 03:40:46.484 2018,264,269,196,283
180,7.211,Tue Jul 03 03:40:46.506 2018,264,272,198,282
181,7.231,Tue Jul 03 03:40:46.526 2018,267,271,199,283
182,7.244,Tue Jul 03 03:40:46.538 2018,266,272,198,282
183,7.264,Tue Jul 03 03:40:46.559 2018,265,273,198,282
184,7.28,Tue Jul 03 03:40:46.575 2018,267,272,198,282
185,7.3,Tue Jul 03 03:40:46.595 2018,266,272,197,280
186,7.313,Tue Jul 03 03:40:46.608 2018,266,272,194,281
187,7.331,Tue Jul 03 03:40:46.626 2018,261,270,197,284
188,7.356,Tue Jul 03 03:40:46.651 2018,264,271,196,282
189,7.369,Tue Jul 03 03:40:46.664 2018,268,274,198,280
190,7.389,Tue Jul 03 03:40:46.684 2018,267,271,199,283
191,7.405,Tue Jul 03 03:40:46.700 2018,266,273,198,283
192,7.424,Tue Jul 03 03:40:46.719 2018,266,272,198,284
193,7.442,Tue Jul 03 03:40:46.737 2018,266,272,196,280
194,7.458,Tue Jul 03 03:40:46.753 2018,266,271,201,283
195,7.494,Tue Jul 03 03:40:46.789 2018,264,271,199,284
196,7.501,Tue Jul 03 03:40:46.795 2018,265,273,197,282
197,7.511,Tue Jul 03 03:40:46.806 2018,268,270,199,282
198,7.548,Tue Jul 03 03:40:46.843 2018,266,269,198,283
199,7.552,Tue Jul 03 03:40:46.847 2018,267,272,198,283
200,7.567,Tue Jul 03 03:40:46.862 2018,266,272,198,280
201,7.614,Tue Jul 03 03:40:46.909 2018,266,272,194,281
202,7.632,Tue Jul 03 03:40:46.927 2018,266,271,196,283
203,7.635,Tue Jul 03 03:40:46.930 2018,264,273,199,282
204,7.667,Tue Jul 03 03:40:46.962 2018,267,271,198,284
205,7.685,Tue Jul 03 03:40:46.980 2018,268,270,201,281
206,7.715,Tue Jul 03 03:40:47.010 2018,267,272,198,281
207,7.738,Tue Jul 03 03:40:47.033 2018,266,272,198,281
208,7.766,Tue Jul 03 03:40:47.061 2018,266,272,198,280
209,7.793,Tue Jul 03 03:40:47.088 2018,266,272,196,280
210,7.816,Tue Jul 03 03:40:47.111 2018,262,270,197,283
211,7.836,Tue Jul 03 03:40:47.132 2018,264,274,197,284
212,7.856,Tue Jul 03 03:40:47.152 2018,267,272,200,283
213,7.86,Tue Jul 03 03:40:47.155 2018,266,272,200,283
214,7.894,Tue Jul 03 03:40:47.189 2018,264,273,198,282
215,7.917,Tue Jul 03 03:40:47.212 2018,266,272,198,282
216,7.962,Tue Jul 03 03:40:47.257 2018,265,274,196,280
217,7.967,Tue Jul 03 03:40:47.262 2018,266,268,196,283
218,7.971,Tue Jul 03 03:40:47.267 2018,263,271,199,284
219,8.009,Tue Jul 03 03:40:47.305 2018,265,273,201,282
220,8.029,Tue Jul 03 03:40:47.324 2018,267,272,199,284
221,8.048,Tue Jul 03 03:40:47.343 2018,267,273,198,283
222,8.071,Tue Jul 03 03:40:47.367 2018,264,272,198,284
223,8.091,Tue Jul 03 03:40:47.386 2018,266,272,198,282
224,8.111,Tue Jul 03 03:40:47.407 2018,266,272,192,282
225,8.134,Tue Jul 03 03:40:47.429 2018,264,269,197,286
226,8.155,Tue Jul 03 03:40:47.450 2018,264,273,199,281
227,8.159,Tue Jul 03 03:40:47.454 2018,268,273,195,283
228,8.165,Tue Jul 03 03:40:47.460 2018,267,270,199,284
229,8.17,Tue Jul 03 03:40:47.466 2018,267,273,198,284
230,8.181,Tue Jul 03 03:40:47.477 2018,267,273,198,283
231,8.187,Tue Jul 03 03:40:47.482 2018,266,272,198,280
232,8.19,Tue Jul 03 03:40:47.486 2018,266,270,195,283
233,8.194,Tue Jul 03 03:40:47.490 2018,264,271,197,285
234,8.201,Tue Jul 03 03:40:47.496 2018,265,275,199,285
235,8.207,Tue Jul 03 03:40:47.502 2018,267,275,198,283
236,8.213,Tue Jul 03 03:40:47.509 2018,264,273,198,283
237,8.236,Tue Jul 03 03:40:47.532 2018,267,273,198,284
238,8.241,Tue Jul 03 03:40:47.536 2018,264,272,198,287
239,8.25,Tue Jul 03 03:40:47.545 2018,266,273,196,280
240,8.266,Tue Jul 03 03:40:47.562 2018,267,272,196,283
241,8.288,Tue Jul 03 03:40:47.583 2018,264,272,203,286
242,8.306,Tue Jul 03 03:40:47.602 2018,267,274,196,285
243,8.316,Tue Jul 03 03:40:47.612 2018,267,271,199,283
244,8.345,Tue Jul 03 03:40:47.640 2018,264,273,198,283
245,8.355,Tue Jul 03 03:40:47.650 2018,266,272,198,283
246,8.377,Tue Jul 03 03:40:47.673 2018,265,273,198,286
247,8.395,Tue Jul 03 03:40:47.690 2018,266,272,196,282
248,8.414,Tue Jul 03 03:40:47.709 2018,263,270,197,286
249,8.431,Tue Jul 03 03:40:47.727 2018,264,272,198,284
250,8.451,Tue Jul 03 03:40:47.747 2018,267,273,199,284
251,8.466,Tue Jul 03 03:40:47.762 2018,266,272,196,280
252,8.484,Tue Jul 03 03:40:47.779 2018,264,269,196,283
253,8.496,Tue Jul 03 03:40:47.792 2018,266,274,199,285
254,8.518,Tue Jul 03 03:40:47.813 2018,266,274,199,280
255,8.533,Tue Jul 03 03:40:47.828 2018,266,270,195,282
