#PressureID,Time,Timestamp,TopLeft,BottomLeft,BottomRight,TopRight
0,6.329,Mon Jun 25 12:59:31.291 2018,278,279,168,293
1,6.336,Mon Jun 25 12:59:31.298 2018,277,279,169,293
2,6.345,Mon Jun 25 12:59:31.308 2018,277,279,168,291
3,6.356,Mon Jun 25 12:59:31.318 2018,277,276,165,292
4,6.365,Mon Jun 25 12:59:31.328 2018,276,277,169,293
5,6.383,Mon Jun 25 12:59:31.345 2018,276,278,170,291
6,6.389,Mon Jun 25 12:59:31.351 2018,279,277,171,293
7,6.397,Mon Jun 25 12:59:31.359 2018,276,280,169,293
8,6.408,Mon Jun 25 12:59:31.370 2018,277,279,168,293
9,6.42,Mon Jun 25 12:59:31.383 2018,277,279,168,293
10,6.426,Mon Jun 25 12:59:31.388 2018,277,279,165,291
11,6.434,Mon Jun 25 12:59:31.396 2018,277,277,167,293
12,6.442,Mon Jun 25 12:59:31.405 2018,277,278,168,292
13,6.454,Mon Jun 25 12:59:31.417 2018,278,279,169,293
14,6.462,Mon Jun 25 12:59:31.424 2018,280,277,171,293
15,6.472,Mon Jun 25 12:59:31.434 2018,277,279,168,293
16,6.48,Mon Jun 25 12:59:31.443 2018,277,279,168,293
17,6.492,Mon Jun 25 12:59:31.454 2018,279,278,169,292
18,6.517,Mon Jun 25 12:59:31.479 2018,277,279,166,293
19,6.521,Mon Jun 25 12:59:31.483 2018,274,278,168,298
20,6.527,Mon Jun 25 12:59:31.489 2018,276,279,167,295
21,6.532,Mon Jun 25 12:59:31.494 2018,279,281,168,295
22,6.539,Mon Jun 25 12:59:31.501 2018,277,277,169,294
23,6.547,Mon Jun 25 12:59:31.509 2018,278,279,169,293
24,6.558,Mon Jun 25 12:59:31.520 2018,277,279,168,293
25,6.569,Mon Jun 25 12:59:31.532 2018,277,279,168,290
26,6.575,Mon Jun 25 12:59:31.538 2018,277,276,164,292
27,6.583,Mon Jun 25 12:59:31.546 2018,276,277,169,293
28,6.602,Mon Jun 25 12:59:31.565 2018,276,279,169,294
29,6.61,Mon Jun 25 12:59:31.573 2018,277,279,165,294
30,6.616,Mon Jun 25 12:59:31.579 2018,274,279,169,293
31,6.625,Mon Jun 25 12:59:31.588 2018,277,279,168,294
32,6.634,Mon Jun 25 12:59:31.597 2018,277,279,169,293
33,6.643,Mon Jun 25 12:59:31.605 2018,278,278,171,297
34,6.653,Mon Jun 25 12:59:31.616 2018,277,277,167,295
35,6.672,Mon Jun 25 12:59:31.634 2018,273,278,174,293
36,6.694,Mon Jun 25 12:59:31.655 2018,276,279,172,294
37,6.704,Mon Jun 25 12:59:31.666 2018,280,278,171,295
38,6.725,Mon Jun 25 12:59:31.687 2018,277,280,168,294
39,6.735,Mon Jun 25 12:59:31.697 2018,277,279,168,293
40,6.757,Mon Jun 25 12:59:31.718 2018,279,279,169,289
41,6.771,Mon Jun 25 12:59:31.733 2018,277,281,166,294
42,6.792,Mon Jun 25 12:59:31.753 2018,272,277,167,298
43,6.812,Mon Jun 25 12:59:31.773 2018,276,279,169,295
44,6.833,Mon Jun 25 12:59:31.795 2018,276,279,167,293
45,6.856,Mon Jun 25 12:59:31.818 2018,277,278,169,295
46,6.869,Mon Jun 25 12:59:31.831 2018,278,281,169,295
47,6.881,Mon Jun 25 12:59:31.843 2018,277,280,172,295
48,6.904,Mon Jun 25 12:59:31.866 2018,277,279,175,295
49,6.918,Mon Jun 25 12:59:31.879 2018,277,278,166,294
50,6.937,Mon Jun 25 12:59:31.899 2018,276,279,169,295
51,6.957,Mon Jun 25 12:59:31.918 2018,276,283,172,294
52,6.968,Mon Jun 25 12:59:31.929 2018,280,278,172,295
53,6.991,Mon Jun 25 12:59:31.953 2018,277,279,165,294
54,7.004,Mon Jun 25 12:59:31.966 2018,277,281,169,297
55,7.024,Mon Jun 25 12:59:31.986 2018,277,281,169,294
56,7.038,Mon Jun 25 12:59:31.999 2018,277,280,165,292
57,7.058,Mon Jun 25 12:59:32.019 2018,277,276,167,295
58,7.078,Mon Jun 25 12:59:32.039 2018,275,279,174,297
59,7.093,Mon Jun 25 12:59:32.055 2018,276,279,172,295
60,7.118,Mon Jun 25 12:59:32.080 2018,277,280,166,292
61,7.128,Mon Jun 25 12:59:32.090 2018,274,280,169,295
62,7.162,Mon Jun 25 12:59:32.123 2018,278,280,169,295
63,7.171,Mon Jun 25 12:59:32.133 2018,277,280,169,292
64,7.186,Mon Jun 25 12:59:32.148 2018,277,280,166,294
65,7.201,Mon Jun 25 12:59:32.163 2018,274,278,168,295
66,7.223,Mon Jun 25 12:59:32.184 2018,276,280,169,295
67,7.236,Mon Jun 25 12:59:32.197 2018,277,281,167,295
68,7.251,Mon Jun 25 12:59:32.213 2018,275,282,169,295
69,7.271,Mon Jun 25 12:59:32.233 2018,278,280,169,296
70,7.292,Mon Jun 25 12:59:32.254 2018,277,280,169,294
71,7.302,Mon Jun 25 12:59:32.263 2018,277,280,168,293
72,7.325,Mon Jun 25 12:59:32.287 2018,277,283,173,295
73,7.345,Mon Jun 25 12:59:32.307 2018,276,279,168,295
74,7.358,Mon Jun 25 12:59:32.320 2018,276,283,172,293
75,7.383,Mon Jun 25 12:59:32.345 2018,279,279,171,295
76,7.395,Mon Jun 25 12:59:32.357 2018,277,279,169,295
77,7.413,Mon Jun 25 12:59:32.375 2018,277,280,169,296
78,7.434,Mon Jun 25 12:59:32.396 2018,277,281,169,294
79,7.449,Mon Jun 25 12:59:32.411 2018,277,281,164,292
80,7.469,Mon Jun 25 12:59:32.431 2018,277,280,166,295
81,7.479,Mon Jun 25 12:59:32.441 2018,274,278,168,295
82,7.5,Mon Jun 25 12:59:32.462 2018,277,279,168,295
83,7.514,Mon Jun 25 12:59:32.476 2018,280,280,171,295
84,7.535,Mon Jun 25 12:59:32.497 2018,279,280,169,295
85,7.556,Mon Jun 25 12:59:32.518 2018,279,280,169,295
86,7.567,Mon Jun 25 12:59:32.529 2018,277,280,169,292
87,7.595,Mon Jun 25 12:59:32.557 2018,277,283,169,295
88,7.602,Mon Jun 25 12:59:32.564 2018,274,278,168,297
89,7.623,Mon Jun 25 12:59:32.585 2018,279,280,169,295
90,7.637,Mon Jun 25 12:59:32.599 2018,279,282,168,296
91,7.658,Mon Jun 25 12:59:32.620 2018,278,278,171,295
92,7.677,Mon Jun 25 12:59:32.639 2018,279,280,169,294
93,7.703,Mon Jun 25 12:59:32.665 2018,277,279,169,294
94,7.714,Mon Jun 25 12:59:32.676 2018,277,280,169,288
95,7.734,Mon Jun 25 12:59:32.696 2018,277,277,165,293
96,7.743,Mon Jun 25 12:59:32.705 2018,272,277,167,294
97,7.765,Mon Jun 25 12:59:32.727 2018,278,280,169,294
98,7.798,Mon Jun 25 12:59:32.760 2018,279,278,171,294
99,7.813,Mon Jun 25 12:59:32.775 2018,276,281,169,294
100,7.821,Mon Jun 25 12:59:32.784 2018,278,280,169,295
101,7.834,Mon Jun 25 12:59:32.796 2018,277,280,169,294
102,7.859,Mon Jun 25 12:59:32.822 2018,276,279,173,297
103,7.869,Mon Jun 25 12:59:32.831 2018,277,274,166,297
104,7.89,Mon Jun 25 12:59:32.852 2018,274,279,169,295
105,7.904,Mon Jun 25 12:59:32.866 2018,278,280,169,294
106,7.923,Mon Jun 25 12:59:32.885 2018,280,278,170,294
107,7.944,Mon Jun 25 12:59:32.906 2018,274,280,169,294
108,7.955,Mon Jun 25 12:59:32.918 2018,278,280,169,294
109,7.981,Mon Jun 25 12:59:32.944 2018,277,280,168,292
110,7.99,Mon Jun 25 12:59:32.952 2018,277,280,166,293
111,8.015,Mon Jun 25 12:59:32.978 2018,276,277,167,298
112,8.033,Mon Jun 25 12:59:32.995 2018,276,282,172,293
113,8.047,Mon Jun 25 12:59:33.009 2018,279,282,168,296
114,8.068,Mon Jun 25 12:59:33.030 2018,279,280,167,295
115,8.089,Mon Jun 25 12:59:33.051 2018,278,281,169,295
116,8.099,Mon Jun 25 12:59:33.061 2018,277,282,169,295
117,8.119,Mon Jun 25 12:59:33.081 2018,277,280,169,293
118,8.135,Mon Jun 25 12:59:33.098 2018,277,276,163,293
119,8.153,Mon Jun 25 12:59:33.115 2018,272,278,171,297
120,8.168,Mon Jun 25 12:59:33.130 2018,276,284,172,293
121,8.19,Mon Jun 25 12:59:33.153 2018,277,281,165,295
122,8.211,Mon Jun 25 12:59:33.174 2018,277,280,165,293
123,8.223,Mon Jun 25 12:59:33.185 2018,277,280,168,295
124,8.245,Mon Jun 25 12:59:33.208 2018,277,280,169,297
125,8.254,Mon Jun 25 12:59:33.216 2018,277,281,165,292
126,8.275,Mon Jun 25 12:59:33.238 2018,277,278,168,294
127,8.298,Mon Jun 25 12:59:33.260 2018,275,279,174,295
128,8.321,Mon Jun 25 12:59:33.283 2018,276,280,170,292
129,8.334,Mon Jun 25 12:59:33.296 2018,279,281,166,296
130,8.343,Mon Jun 25 12:59:33.304 2018,277,278,165,295
131,8.364,Mon Jun 25 12:59:33.326 2018,277,280,171,295
132,8.378,Mon Jun 25 12:59:33.339 2018,277,280,169,292
133,8.398,Mon Jun 25 12:59:33.360 2018,277,281,166,295
134,8.441,Mon Jun 25 12:59:33.402 2018,274,278,168,298
135,8.45,Mon Jun 25 12:59:33.411 2018,276,279,169,295
136,8.455,Mon Jun 25 12:59:33.417 2018,279,282,168,296
137,8.474,Mon Jun 25 12:59:33.436 2018,279,280,167,295
138,8.486,Mon Jun 25 12:59:33.448 2018,278,281,169,295
139,8.513,Mon Jun 25 12:59:33.474 2018,277,281,169,295
140,8.525,Mon Jun 25 12:59:33.486 2018,277,282,170,290
141,8.543,Mon Jun 25 12:59:33.504 2018,276,284,172,295
142,8.568,Mon Jun 25 12:59:33.529 2018,276,279,169,295
143,8.576,Mon Jun 25 12:59:33.538 2018,275,280,170,293
144,8.6,Mon Jun 25 12:59:33.562 2018,277,280,165,295
145,8.609,Mon Jun 25 12:59:33.571 2018,275,281,169,295
146,8.632,Mon Jun 25 12:59:33.593 2018,275,278,168,295
147,8.648,Mon Jun 25 12:59:33.609 2018,277,280,169,294
148,8.664,Mon Jun 25 12:59:33.626 2018,277,279,166,292
149,8.688,Mon Jun 25 12:59:33.649 2018,277,278,167,294
150,8.698,Mon Jun 25 12:59:33.659 2018,275,280,174,297
151,8.718,Mon Jun 25 12:59:33.679 2018,276,279,169,295
152,8.741,Mon Jun 25 12:59:33.703 2018,277,279,169,294
153,8.754,Mon Jun 25 12:59:33.716 2018,277,277,171,294
154,8.768,Mon Jun 25 12:59:33.729 2018,279,280,169,294
155,8.791,Mon Jun 25 12:59:33.753 2018,277,282,169,292
156,8.809,Mon Jun 25 12:59:33.771 2018,277,280,160,293
157,8.819,Mon Jun 25 12:59:33.781 2018,274,277,168,298
158,8.845,Mon Jun 25 12:59:33.807 2018,279,280,169,295
159,8.864,Mon Jun 25 12:59:33.826 2018,279,282,170,292
160,8.876,Mon Jun 25 12:59:33.838 2018,278,280,165,296
161,8.896,Mon Jun 25 12:59:33.858 2018,278,280,169,294
162,8.911,Mon Jun 25 12:59:33.873 2018,278,280,169,294
163,8.931,Mon Jun 25 12:59:33.893 2018,277,280,169,292
164,8.949,Mon Jun 25 12:59:33.911 2018,277,277,165,293
165,8.961,Mon Jun 25 12:59:33.923 2018,272,277,168,294
166,8.988,Mon Jun 25 12:59:33.950 2018,276,283,169,294
167,9,Mon Jun 25 12:59:33.962 2018,278,280,165,295
168,9.02,Mon Jun 25 12:59:33.982 2018,277,278,165,293
169,9.034,Mon Jun 25 12:59:33.996 2018,275,277,168,294
170,9.076,Mon Jun 25 12:59:34.038 2018,277,280,169,294
171,9.085,Mon Jun 25 12:59:34.047 2018,277,279,165,292
172,9.093,Mon Jun 25 12:59:34.055 2018,277,274,166,294
173,9.11,Mon Jun 25 12:59:34.072 2018,274,279,172,294
174,9.133,Mon Jun 25 12:59:34.095 2018,279,282,166,296
175,9.148,Mon Jun 25 12:59:34.110 2018,278,277,169,294
176,9.163,Mon Jun 25 12:59:34.125 2018,279,280,169,294
177,9.176,Mon Jun 25 12:59:34.138 2018,274,278,168,294
178,9.196,Mon Jun 25 12:59:34.158 2018,277,280,169,292
179,9.22,Mon Jun 25 12:59:34.182 2018,277,279,166,292
180,9.228,Mon Jun 25 12:59:34.190 2018,274,278,168,295
181,9.257,Mon Jun 25 12:59:34.219 2018,276,282,172,293
182,9.264,Mon Jun 25 12:59:34.226 2018,279,282,168,296
183,9.284,Mon Jun 25 12:59:34.246 2018,277,279,166,291
184,9.3,Mon Jun 25 12:59:34.262 2018,275,281,169,294
185,9.321,Mon Jun 25 12:59:34.284 2018,277,280,169,295
186,9.34,Mon Jun 25 12:59:34.302 2018,277,280,169,292
187,9.356,Mon Jun 25 12:59:34.318 2018,277,277,166,293
188,9.382,Mon Jun 25 12:59:34.344 2018,276,281,169,294
189,9.385,Mon Jun 25 12:59:34.347 2018,276,283,171,295
190,9.412,Mon Jun 25 12:59:34.374 2018,277,280,171,295
191,9.428,Mon Jun 25 12:59:34.390 2018,277,278,171,295
192,9.443,Mon Jun 25 12:59:34.405 2018,277,280,169,294
193,9.464,Mon Jun 25 12:59:34.426 2018,277,280,169,294
194,9.473,Mon Jun 25 12:59:34.435 2018,277,280,165,292
195,9.494,Mon Jun 25 12:59:34.456 2018,279,275,168,297
196,9.52,Mon Jun 25 12:59:34.482 2018,275,278,174,296
197,9.529,Mon Jun 25 12:59:34.491 2018,277,280,168,294
198,9.55,Mon Jun 25 12:59:34.513 2018,278,278,169,294
199,9.573,Mon Jun 25 12:59:34.535 2018,275,281,169,294
200,9.585,Mon Jun 25 12:59:34.548 2018,277,280,169,294
201,9.606,Mon Jun 25 12:59:34.569 2018,277,280,169,292
202,9.617,Mon Jun 25 12:59:34.579 2018,278,280,164,292
203,9.646,Mon Jun 25 12:59:34.609 2018,276,276,167,295
204,9.653,Mon Jun 25 12:59:34.616 2018,274,282,172,292
205,9.68,Mon Jun 25 12:59:34.643 2018,279,279,168,292
206,9.717,Mon Jun 25 12:59:34.679 2018,278,278,170,295
207,9.724,Mon Jun 25 12:59:34.686 2018,277,280,169,294
208,9.734,Mon Jun 25 12:59:34.696 2018,277,280,169,294
