#PressureID,Time,Timestamp,TopLeft,BottomLeft,BottomRight,TopRight
0,3.868,Sun Jul 08 02:11:09.749 2018,95,274,87,146
1,3.879,Sun Jul 08 02:11:09.760 2018,95,274,86,146
2,3.884,Sun Jul 08 02:11:09.765 2018,90,275,87,147
3,3.897,Sun Jul 08 02:11:09.777 2018,92,274,94,151
4,3.905,Sun Jul 08 02:11:09.786 2018,96,274,87,146
5,3.919,Sun Jul 08 02:11:09.800 2018,95,274,88,146
6,3.934,Sun Jul 08 02:11:09.815 2018,95,274,87,146
7,3.939,Sun Jul 08 02:11:09.820 2018,95,274,88,147
8,3.947,Sun Jul 08 02:11:09.828 2018,96,277,88,146
9,3.959,Sun Jul 08 02:11:09.840 2018,96,272,82,145
10,3.966,Sun Jul 08 02:11:09.848 2018,95,274,86,146
11,3.979,Sun Jul 08 02:11:09.860 2018,95,274,87,146
12,3.981,Sun Jul 08 02:11:09.863 2018,96,275,81,147
13,3.994,Sun Jul 08 02:11:09.875 2018,96,274,86,144
14,4.005,Sun Jul 08 02:11:09.886 2018,99,275,88,151
15,4.022,Sun Jul 08 02:11:09.902 2018,96,275,87,144
16,4.025,Sun Jul 08 02:11:09.905 2018,94,279,91,148
17,4.038,Sun Jul 08 02:11:09.918 2018,95,275,87,146
18,4.046,Sun Jul 08 02:11:09.927 2018,92,275,87,144
19,4.054,Sun Jul 08 02:11:09.934 2018,96,274,86,147
20,4.063,Sun Jul 08 02:11:09.943 2018,92,273,95,152
21,4.074,Sun Jul 08 02:11:09.954 2018,96,277,87,146
22,4.09,Sun Jul 08 02:11:09.971 2018,96,272,85,152
23,4.1,Sun Jul 08 02:11:09.981 2018,96,273,87,147
24,4.103,Sun Jul 08 02:11:09.984 2018,96,272,82,146
25,4.132,Sun Jul 08 02:11:10.013 2018,96,277,88,146
26,4.136,Sun Jul 08 02:11:10.017 2018,96,274,81,144
27,4.14,Sun Jul 08 02:11:10.020 2018,95,275,83,147
28,4.144,Sun Jul 08 02:11:10.024 2018,96,274,87,144
29,4.155,Sun Jul 08 02:11:10.036 2018,99,276,86,150
30,4.16,Sun Jul 08 02:11:10.040 2018,96,275,86,144
31,4.167,Sun Jul 08 02:11:10.047 2018,94,279,87,146
32,4.177,Sun Jul 08 02:11:10.057 2018,96,275,87,146
33,4.187,Sun Jul 08 02:11:10.067 2018,93,274,88,147
34,4.203,Sun Jul 08 02:11:10.084 2018,96,275,87,150
35,4.21,Sun Jul 08 02:11:10.091 2018,92,274,87,143
36,4.219,Sun Jul 08 02:11:10.100 2018,90,277,87,146
37,4.248,Sun Jul 08 02:11:10.129 2018,96,270,85,154
38,4.251,Sun Jul 08 02:11:10.132 2018,91,277,87,146
39,4.255,Sun Jul 08 02:11:10.136 2018,95,271,85,146
40,4.263,Sun Jul 08 02:11:10.144 2018,95,271,87,146
41,4.27,Sun Jul 08 02:11:10.151 2018,96,275,82,144
42,4.273,Sun Jul 08 02:11:10.154 2018,92,274,86,146
43,4.286,Sun Jul 08 02:11:10.167 2018,96,275,86,144
44,4.299,Sun Jul 08 02:11:10.180 2018,101,277,84,150
45,4.309,Sun Jul 08 02:11:10.190 2018,97,274,86,146
46,4.329,Sun Jul 08 02:11:10.210 2018,90,274,87,147
47,4.339,Sun Jul 08 02:11:10.220 2018,96,274,84,145
48,4.359,Sun Jul 08 02:11:10.240 2018,92,274,85,147
49,4.375,Sun Jul 08 02:11:10.256 2018,96,272,84,145
50,4.386,Sun Jul 08 02:11:10.268 2018,96,272,82,145
